p1,25.0514,5.7475,1
p2,26.6614,7.3414,1
p3,25.2653,6.2466,1
p4,25.2285,4.7447,1
p5,25.7529,5.1564,1
p6,24.0785,5.6693,1
p7,25.2722,6.8676,1
p8,24.6535,6.2443,1
p9,26.9834,6.633,1
p10,25.7437,6.3179,1
p11,26.4774,7.7416,1
p12,26.7373,4.4756,1
p13,27.1812,6.2972,1
p14,25.4999,5.6739,1
p15,25.3021,6.1431,1
p16,23.3609,5.6601,1
p17,25.5482,5.7107,1
p18,26.2198,5.7337,1
p19,25.884,6.3294,1
p20,24.4649,5.7521,1
p21,24.7708,6.7572,1
p22,25.3274,5.6463,1
p23,25.999,4.8551,1
p24,25.0238,6.2742,1
p25,25.8242,6.7848,1
p26,25.4286,6.2834,1
p27,27.3445,6.4697,1
p28,24.6236,6.1178,1
p29,27.126,6.1109,1
p30,25.677,5.9085,1
p31,25.539,6.3777,1
p32,25.0491,6.0603,1
p33,26.5924,6.0925,1
p34,25.217,7.7531,1
p35,25.2492,5.6486,1
p36,24.941,5.0184,1
p37,25.2814,7.5461,1
p38,24.8191,6.1316,1
p39,26.0105,6.8377,1
p40,25.0215,6.564,1
p41,25.1618,6.3064,1
p42,25.8955,5.4393,1
p43,24.8375,5.4416,1
p44,25.4562,6.702,1
p45,25.7161,5.5152,1
p46,26.7212,4.7424,1
p47,24.4649,7.2471,1
p48,24.6328,5.3473,1
p49,25.7253,6.7296,1
p50,27.1168,5.6946,1
p51,26.4958,5.9039,1
p52,25.1158,6.1914,1
p53,25.6103,7.6197,1
p54,26.3026,6.7802,1
p55,24.7915,6.2627,1
p56,25.0997,5.8004,1
p57,25.4838,7.0148,1
p58,25.4217,7.3138,1
p59,27.1306,6.9573,1
p60,24.3338,5.1679,1
p61,24.6236,5.6877,1
p62,25.5183,4.8229,1
p63,26.39,7.0401,1
p64,24.3039,4.8827,1
p65,25.5275,4.9333,1
p66,24.8973,7.1919,1
p67,24.7731,6.0925,1
p68,26.5855,6.8423,1
p69,25.6356,5.6371,1
p70,26.7718,5.5336,1
p71,24.8536,5.5152,1
p72,25.8587,5.2208,1
p73,25.2538,5.5727,1
p74,25.4838,4.9333,1
p75,25.5436,5.9844,1
p76,23.1838,5.7314,1
p77,27.7102,6.2535,1
p78,25.1204,4.6504,1
p79,25.2538,5.5681,1
p80,25.5137,6.357,1
p81,27.2249,5.5727,1
p82,24.6581,5.9936,1
p83,25.1894,5.4991,1
p84,25.2446,5.9591,1
p85,24.8007,4.4158,1
p86,26.275,5.5888,1
p87,25.8748,6.5456,1
p88,24.6328,6.7503,1
p89,24.8766,4.4664,1
p90,26.4498,6.6997,1
p91,25.148,5.9292,1
p92,24.5914,5.8004,1
p93,25.6954,5.9867,1
p94,26.344,5.9522,1
p95,26.8224,5.667,1
p96,26.1347,5.0161,1
p97,25.263,5.3082,1
p98,24.6305,6.8354,1
p99,25.8035,6.1937,1
p100,26.0243,7.5576,1
p101,18.4941,12.5877,2
p102,18.1606,12.5486,2
p103,17.9628,10.4625,2
p104,17.7558,12.1231,2
p105,17.4867,10.6626,2
p106,16.7139,11.5849,2
p107,17.259,11.7482,2
p108,17.4959,11.5596,2
p109,18.7908,10.497,2
p110,18.3607,11.8287,2
p111,17.2038,11.7689,2
p112,16.96,10.6373,2
p113,17.2866,12.2933,2
p114,17.3694,11.5596,2
p115,17.9858,11.5067,2
p116,18.0272,12.6176,2
p117,17.1026,13.1719,2
p118,17.5212,11.8747,2
p119,17.512,10.9915,2
p120,16.7898,12.2128,2
p121,17.1233,11.6102,2
p122,18.6137,11.3802,2
p123,16.7714,11.3871,2
p124,16.0676,10.8121,2
p125,17.8041,11.7022,2
p126,17.8984,9.945,2
p127,16.638,12.9649,2
p128,16.4632,10.658,2
p129,18.5125,11.8425,2
p130,17.9306,12.1898,2
p131,17.6132,13.4686,2
p132,16.7392,11.0306,2
p133,18.4642,11.7137,2
p134,17.3625,12.0035,2
p135,17.5557,11.2123,2
p136,17.6868,11.4354,2
p137,18.5171,9.876,2
p138,16.1251,10.6649,2
p139,17.5419,11.8885,2
p140,17.8961,11.8057,2
p141,18.2365,11.7666,2
p142,18.1008,11.3641,2
p143,18.3653,12.0633,2
p144,19.3635,11.6286,2
p145,17.9237,11.5573,2
p146,16.9853,12.3186,2
p147,16.8749,11.5182,2
p148,18.0272,11.9621,2
p149,17.6293,11.3503,2
p150,16.5575,11.3388,2
p151,18.2388,11.4676,2
p152,17.811,11.4768,2
p153,16.1895,9.968,2
p154,16.845,12.9235,2
p155,17.4637,10.8213,2
p156,17.6339,10.8144,2
p157,17.4384,12.2128,2
p158,17.9421,11.8057,2
p159,16.615,12.0702,2
p160,15.6398,11.2284,2
p161,16.7415,11.8793,2
p162,16.8197,12.1162,2
p163,15.9181,11.4124,2
p164,17.8363,11.8563,2
p165,17.696,11.9414,2
p166,16.845,10.6672,2
p167,18.5378,11.6516,2
p168,17.1877,11.9828,2
p169,18.4527,11.2468,2
p170,16.8956,11.1065,2
p171,18.1422,11.9966,2
p172,16.8059,11.1318,2
p173,17.4913,10.428,2
p174,16.3045,10.8765,2
p175,17.4453,9.8668,2
p176,17.5396,11.4791,2
p177,17.7328,11.21,2
p178,17.466,10.4234,2
p179,18.4803,12.0955,2
p180,17.2889,11.7873,2
p181,18.3883,10.0025,2
p182,17.6523,11.509,2
p183,17.4982,11.9552,2
p184,17.5948,11.3848,2
p185,17.7328,11.6562,2
p186,19.3934,12.5601,2
p187,17.9651,12.5256,2
p188,17.0428,11.3595,2
p189,17.6086,11.7206,2
p190,18.9817,11.6999,2
p191,17.1992,12.5969,2
p192,16.9163,11.4929,2
p193,17.3096,11.1893,2
p194,18.9403,11.6999,2
p195,17.098,13.5744,2
p196,16.3206,12.0679,2
p197,18.4343,12.4474,2
p198,18.3124,11.6631,2
p199,16.7277,11.6654,2
p200,18.2457,13.0201,2
p201,8.4155,9.7633,3
p202,7.1413,10.3981,3
p203,7.691,11.969,3
p204,8.6363,9.8139,3
p205,7.8704,10.957,3
p206,7.2103,11.1249,3
p207,7.6289,9.899,3
p208,7.5645,8.8824,3
p209,7.5967,9.5241,3
p210,8.1372,10.3015,3
p211,7.8106,11.3227,3
p212,8.9514,11.0628,3
p213,8.8456,10.3866,3
p214,8.6869,11.0007,3
p215,7.6611,10.7592,3
p216,8.1648,10.3061,3
p217,9.1515,10.796,3
p218,8.5029,9.1791,3
p219,8.1441,10.8443,3
p220,9.0756,9.3723,3
p221,7.8428,9.9703,3
p222,8.8295,10.4648,3
p223,8.1993,9.7863,3
p224,9.2021,11.0076,3
p225,8.1625,10.474,3
p226,8.2085,9.9634,3
p227,8.8456,11.5619,3
p228,9.209,11.0467,3
p229,8.588,11.0329,3
p230,7.8934,11.3756,3
p231,7.898,10.2049,3
p232,9.1584,10.8535,3
p233,8.9813,9.7127,3
p234,8.6271,11.8379,3
p235,7.806,11.4975,3
p236,7.9233,10.4004,3
p237,8.8042,10.3015,3
p238,8.8272,11.0283,3
p239,9.715,9.9151,3
p240,8.3189,9.0365,3
p241,9.5954,9.1469,3
p242,7.4081,9.8001,3
p243,9.0733,8.9307,3
p244,7.9118,9.0848,3
p245,8.1717,9.0687,3
p246,9.393,9.4735,3
p247,7.5277,10.6994,3
p248,7.3575,10.3268,3
p249,10.1635,9.1239,3
p250,9.4344,12.3485,3
p251,8.8249,9.9335,3
p252,7.6979,10.1405,3
p253,9.002,11.1433,3
p254,7.3253,9.6644,3
p255,8.0636,11.1088,3
p256,6.8768,10.4303,3
p257,7.737,10.3613,3
p258,7.0953,11.1433,3
p259,9.6023,9.0526,3
p260,6.0695,9.669,3
p261,7.0815,10.4993,3
p262,8.2729,11.1157,3
p263,7.5461,10.7178,3
p264,9.1837,9.8484,3
p265,8.1694,10.7868,3
p266,8.9951,9.5678,3
p267,7.7324,9.5954,3
p268,7.8359,9.4965,3
p269,7.9095,9.0066,3
p270,7.9969,10.7063,3
p271,8.9905,10.8006,3
p272,10.4004,9.9749,3
p273,8.9215,10.0577,3
p274,8.4914,10.2233,3
p275,9.5678,10.5683,3
p276,8.9491,9.7863,3
p277,9.2527,10.8558,3
p278,7.7577,9.9749,3
p279,9.3102,11.6539,3
p280,8.9836,9.7104,3
p281,8.6892,9.7219,3
p282,7.2816,10.2831,3
p283,9.2435,10.6212,3
p284,10.1681,9.0802,3
