Execution Time: 16181 milliseconds
p3255,165104.0,543395.0,1
p3256,139903.0,592241.0,1
p3257,132705.0,557674.0,1
p3258,114311.0,601605.0,1
p3259,102460.0,533057.0,1
p3260,185935.0,554627.0,1
p3261,123441.0,594415.0,1
p3262,97216.0,564094.0,1
p3263,110948.0,539533.0,1
p3264,101553.0,517715.0,1
p3265,133023.0,574572.0,1
p3266,144570.0,573936.0,1
p3267,136531.0,557658.0,1
p3268,173576.0,507309.0,1
p3269,179189.0,536028.0,1
p3270,141238.0,557986.0,1
p3271,156430.0,615117.0,1
p3272,69169.0,631490.0,1
p3273,31842.0,565765.0,1
p3274,144620.0,575370.0,1
p3275,155899.0,561715.0,1
p3276,137451.0,555339.0,1
p3277,68388.0,574380.0,1
p3278,166290.0,521714.0,1
p3279,210499.0,526471.0,1
p3280,148319.0,584541.0,1
p3281,135336.0,552552.0,1
p3282,136606.0,562296.0,1
p3283,136301.0,569544.0,1
p3284,119386.0,620549.0,1
p3285,139212.0,557713.0,1
p3286,84501.0,604671.0,1
p3287,176602.0,574552.0,1
p3288,105945.0,528795.0,1
p3289,140989.0,537156.0,1
p3290,138449.0,555969.0,1
p3291,128669.0,574591.0,1
p3292,95749.0,602775.0,1
p3293,139460.0,557260.0,1
p3294,130440.0,562623.0,1
p3295,147885.0,527813.0,1
p3296,58190.0,608304.0,1
p3297,151701.0,574146.0,1
p3298,148385.0,538149.0,1
p3299,142668.0,544976.0,1
p3300,145251.0,553486.0,1
p3301,142265.0,546135.0,1
p3302,202913.0,525966.0,1
p3303,192564.0,547558.0,1
p3304,179240.0,577011.0,1
p3305,182840.0,584262.0,1
p3306,144242.0,557674.0,1
p3307,135849.0,550612.0,1
p3308,101427.0,615890.0,1
p3309,143265.0,548387.0,1
p3310,112379.0,547679.0,1
p3311,137347.0,622867.0,1
p3312,139146.0,569516.0,1
p3313,125756.0,579609.0,1
p3314,77109.0,512651.0,1
p3315,138073.0,556272.0,1
p3316,202547.0,601240.0,1
p3317,19835.0,570290.0,1
p3318,118137.0,579149.0,1
p3319,201324.0,574588.0,1
p3320,113259.0,568684.0,1
p3321,139052.0,610320.0,1
p3322,177246.0,571940.0,1
p3323,107972.0,601191.0,1
p3324,138199.0,541774.0,1
